m0,date,Z_unhedged,Z_delta,Z_delta_vega,Z_diffusion,alpha,V_t,n_instruments,straddle_delta,straddle_vega,hedged_delta,hedged_vega
0.75,2018-07-03,-7.299156264384692,-7.299156264384692,-0.24947877217664427,0.011093254480357473,0.01,113.11678160460224,4,0.5397202795704311,474.87785070774646,0.04428695072178507,-62.945702028994106
0.75,2018-07-05,3.8586413790891356,-8.765415960063478,0.8624520466067906,2.564457981151037,0.01,124.27457924807607,4,0.47265684595741353,499.70081214100725,0.05871969182703318,-50.225082101512214
0.75,2018-07-06,16.009117642848935,-7.585305090975396,-0.04006372385845225,3.917213264456791,0.01,136.42505551183586,4,0.5981799883166945,417.8322502900909,0.01882410352165076,-67.87817272446534
0.75,2018-07-09,32.058116398163065,-6.101989051172723,-1.0800773764476617,3.191597671447852,0.01,152.47405426715,4,0.7222311308694318,325.957079995188,-0.04486814578444842,-44.86011099799089
0.75,2018-07-10,42.589644097970336,-2.554436386872908,1.1144767974727756,1.650514072002693,0.01,163.00558196695727,5,0.837286030228803,209.13964697935558,-0.07138051528796652,-2.6153326715268577
0.75,2018-07-11,27.59883159291195,-0.9502397727962375,1.8562515070853465,5.87974768561142,0.01,148.01476946189888,5,0.831427878215689,212.0888387847413,-0.07245852177734735,35.979417443438365
0.75,2018-07-12,41.90103679298707,-6.826789177015797,-3.2642207889858526,1.4395058448987186,0.01,162.316974661974,5,0.7634191783984832,263.4289665091903,-0.10542092126908242,13.78687028517544
0.75,2018-07-13,43.899131033953125,-7.134220854812867,-3.4561331198788423,0.46137443880260776,0.01,164.31506890294006,5,0.9067961944974099,125.9150778025933,-0.05872575123572077,18.62155906992659
0.75,2018-07-16,40.610145496693434,-7.811633351920051,-3.3852540993626974,0.6376572732554848,0.01,161.02608336568036,5,0.9246034225045066,103.67918896128322,-0.03859947883828163,25.38400550874661
0.75,2018-07-17,51.60708569022029,-7.096283216643656,-2.922746929932032,-3.7025892517981163,0.01,172.02302355920722,5,0.9327638205710029,85.5714592404616,-0.042630938215201475,19.750589552237372
0.75,2018-07-18,56.35378706811423,-8.011458229615187,-3.747223613799065,-4.237953819093008,0.01,176.76972493710116,5,0.935332086242225,82.21160674470246,0.021147545335564955,21.73992157112707
0.75,2018-07-19,45.1562808075613,-8.79871837029225,-3.979650592332405,0.2745366847730111,0.01,165.57221867654823,5,0.9640438611655383,48.72824300010362,0.051599999505663297,-2.905971782194399
0.75,2018-07-20,42.59297718394396,-8.79766532320923,-3.83918593021167,-2.3400048437945884,0.01,163.0089150529309,5,0.9665200547914512,42.42290161964543,-0.024595278352555594,25.85728908772596
0.75,2018-07-23,46.860719772314326,-9.507501017015045,-4.0615340005289795,-0.0843906324433874,0.01,167.27665764130126,5,0.9610435379384622,47.99483627108092,0.03403653949803431,14.38609287132045
0.75,2018-07-24,60.05925037261255,-9.206174695851075,-4.175491905266824,0.66101798434795,0.01,180.47518824159948,5,0.9881640453634645,14.097669058739815,0.008944197447513735,27.024027769766196
0.75,2018-07-25,85.6608270960617,-8.970769016881803,-4.256345516925393,1.6191125929671273,0.01,206.07676496504862,5,0.9964230389252688,4.539064943848636,0.02815837326587478,22.36501646987778
0.75,2018-07-26,77.02882186150862,-9.00364342550995,-4.258964843905801,1.4687907257845723,0.01,197.44475973049555,5,0.9995963229764286,0.5745298640584269,0.010542150676272066,-4.650529500405582
0.75,2018-07-27,58.41540723484951,-9.004574518348079,-4.2616001841740285,0.47990601789257425,0.01,178.83134510383644,5,0.9996744396540987,0.4480813061767264,0.02474590939736432,-10.82639279195959
0.75,2018-07-30,42.18421965243394,-9.021042689574216,-4.262144928522531,-0.16159313630490146,0.01,162.60015752142087,5,0.999281697136455,0.8199596267637219,0.009626409535089198,1.7112680921880135
0.75,2018-07-31,55.87406213242224,-9.011366643384065,-4.260736751308798,0.019559990625509727,0.01,176.29000000140917,5,0.9999820090969143,0.01643499585744248,0.008964161129024872,1.5317874428785356
0.75,2018-08-01,52.944062131055944,-9.011419358096646,-4.260702112090712,-0.02547951385287206,0.01,173.36000000004287,5,0.9999999996896876,2.902638105618615e-07,0.016068548390570925,1.0370319244195412
0.75,2018-08-02,12.050959073089075,12.050959073089075,-0.7732697916919449,2.6898282264772604,0.01,248.7583429818865,4,0.9385158728433559,110.55704696984918,0.06609142362180187,-86.46883630909991
0.75,2018-08-03,24.39224008102869,12.069526670594996,-0.9044456622170856,5.580794742305386,0.01,261.0996239898261,5,0.9677528094658795,62.59834535525901,0.028855101345400813,-114.81321565631465
0.75,2018-08-06,33.9863395256161,11.937710380050135,-1.0649180587957972,8.251178945087588,0.01,270.6937234344135,5,0.9832146786208743,33.9775611713426,-0.030667798012975367,-92.49771706015049
0.75,2018-08-07,41.87486124603751,11.911353937573722,-1.1092465630997594,7.821660925246533,0.01,278.58224515483494,6,0.9923904393804792,15.853495373240147,-0.09778920015879278,-54.61642299748095
0.75,2018-08-08,41.068859507785334,11.849645028856969,-1.1417426984177723,7.017973642759841,0.01,277.77624341658276,6,0.9961363536441754,8.477785657859005,-0.13348165707451343,-12.228688087023595
0.75,2018-08-09,36.994828391014295,11.879695689099947,-1.1050064681491563,8.065934932162975,0.01,273.7022122998117,6,0.9975357778790762,5.545019419641829,-0.13123831705063715,-16.77942139563375
0.75,2018-08-10,17.81550247803665,12.950346067067443,-0.11757521128598114,7.06800928964023,0.01,254.52288638683407,6,0.9963055977806985,7.8095343543585365,-0.13406485279387437,-27.158108375225392
0.75,2018-08-13,9.605316634837124,16.048228758679272,2.5842949571770646,6.860348020562981,0.01,246.31270054363455,6,0.9726172687956693,46.793655413560614,-0.06561433628471547,-65.1620897318651
0.75,2018-08-14,23.590526095677404,12.49714886313302,0.48125969814975633,9.360397327717095,0.01,260.29791000447483,6,0.925965902342426,101.00158786902716,-0.03498494840188304,-43.817084725006055
0.75,2018-08-15,3.3937291386633888,12.291955737692234,1.6125815755204087,4.797692265532788,0.01,240.1011130474608,6,0.9908518948866375,15.716649681398438,-0.10815136751511278,-48.677561804782115
0.75,2018-08-16,24.25677778949833,11.039190094657386,1.1466745166325722,11.021421290822389,0.01,260.96416169829575,6,0.9625448487661024,53.45310082607277,0.02089133516386943,-107.94989227881236
0.75,2018-08-17,33.68758629739469,11.38357523020187,1.2681731217983838,9.504970961834545,0.01,270.3949702061921,6,0.9923568614197635,12.518665136967522,-0.12412329524555221,-45.276955820543485
0.75,2018-08-20,40.34869038402289,11.177569835805343,1.1911257875033243,8.05859445904332,0.01,277.0560742928203,6,0.9924509170707984,12.307705856542436,-0.19154478249915619,20.3154990302043
0.75,2018-08-21,46.30133288418878,11.264827416083108,1.24407654186939,2.0611717727455243,0.01,283.0087167929862,6,0.9997198758419086,0.5153421711548468,-0.210615394141056,42.505987658255826
0.75,2018-08-22,45.114157655029004,11.217332845382714,1.2217102397584654,2.2521418210812385,0.01,281.82154156382643,6,0.9983062640482732,2.6346260276681215,-0.1301291102138964,38.41175705061549
0.75,2018-08-23,40.27281093050274,11.20778843885006,1.2220445140470133,6.158232211309553,0.01,276.98019483930017,6,0.9999140235511353,0.15874892244550373,-0.15060280238887602,23.276916729249898
0.75,2018-08-24,57.98261804471181,11.209118195968642,1.2220088696790867,1.746259401153111,0.01,294.69000195350924,6,0.9999870932781167,0.02415056898094934,-0.2449872424378381,34.88233653511144
0.75,2018-08-27,80.03261609120287,11.209400835677172,1.222028609945994,1.2142805177670084,0.01,316.7400000000003,6,0.9999998264590624,0.0003647317755816181,-0.06358529985810346,74.22979380480669
0.75,2018-08-28,80.81261609120273,11.209400971038747,1.2220288569694162,1.0888558258434955,0.01,317.52000000000015,6,0.9999999999999346,1.4945172639450473e-10,0.00393812892053047,24.03812703964575
0.75,2018-08-29,97.33261609120254,11.209400971039486,1.2220288569692457,1.3949146543893107,0.01,334.03999999999996,6,1.0,8.463811720358824e-14,0.003863714901039539,12.890769350245147
0.75,2018-08-30,84.42261609120268,11.209400971039486,1.2220288569692457,1.3665021483876671,0.01,321.1300000000001,6,1.0,1.981914828627641e-25,0.0042418522593828945,2.025390741772015
0.75,2018-08-31,84.81261609120256,11.209400971039486,1.2220288569692457,1.364805187468619,0.01,321.52,6,1.0,3.073107352091583e-36,0.007618563392934541,1.6951862689964488
0.75,2018-09-05,-3.6587006111188884,-3.6587006111188884,0.20204113800264167,0.3903700265706931,0.01,73.96449594514615,2,0.32862517656263346,595.3880151948078,0.037901334724482816,-16.092997115959292
0.75,2018-09-06,-5.60627206938068,-2.139276456645007,-0.20488394572794277,0.04811205949877717,0.01,72.01692448688436,2,0.2661390482432786,602.4982588466627,0.04205216571706616,-7.836672228082193
0.75,2018-09-07,-9.045202316023392,-3.882900965978024,-0.4767816938579017,-0.11980589624475613,0.01,68.57799424024165,2,0.17377077922166562,609.6878248309433,0.04183109610218716,0.1562000204251035
0.75,2018-09-10,-13.55328348825617,-9.338032884968925,-0.13566414144611372,-0.34105173218647167,0.01,64.06991306800887,2,0.12083540077467292,604.5014423789636,0.04309787917069974,4.323962216942277
0.75,2018-09-11,-13.832640095069337,-10.917578404117535,0.17009328457459105,-0.22204368185423107,0.01,63.790556461195706,2,0.1835102403788016,560.9483601563487,0.05539784210491816,2.3764067743687747
0.75,2018-09-12,-15.95917017728982,-13.23312403392822,0.9288515991518125,-0.009332953290012824,0.01,61.66402637897522,2,0.30038262505145463,525.1184067896163,0.06188172832859473,-12.556211156938502
0.75,2018-09-13,-10.984372265044499,-12.842164979967947,1.515353812727426,0.8258747610944397,0.01,66.63882429122054,2,0.3232585614827602,506.8588328740522,0.07099398631204823,-14.550059850130822
0.75,2018-09-14,-10.506216058539053,-12.622615622648823,2.665482263718104,2.2139796298513943,0.01,67.11698049772599,2,0.48047104403803276,440.67221596831405,0.06026159706661005,-42.66866548023859
0.75,2018-09-17,-17.630513501509995,-11.972891573084212,0.5171669056054498,0.36396885366919207,0.01,59.99268305475505,2,0.486326120783134,427.24823483802504,0.040668035916611056,-42.15110270296191
0.75,2018-09-18,-7.899265193970564,-9.7845613988909,0.9448737929608342,2.9961882754092386,0.01,69.72393136229448,2,0.3312619304624661,440.3514715953232,0.06564704618598771,-20.846347418595883
0.75,2018-09-19,-8.687587686855977,-11.778677318659675,2.507290122585232,3.765804686116212,0.01,68.93560886940907,2,0.45782492729552193,389.8336359277747,0.018086231151106635,-32.53051301556684
0.75,2018-09-20,6.9063759769326225,-6.6231219972090685,2.011568145348633,3.412728988750601,0.01,84.52957253319767,2,0.5107484281371001,357.6071534377006,0.013142149151633808,-38.722205927867776
0.75,2018-09-21,1.5823479782184222,-11.395541693535165,1.1798666945857121,2.6756844479818085,0.01,79.20554453448347,3,0.66281521801089,278.38424342962026,-0.04082881810618488,-30.147646756791346
0.75,2018-09-24,-6.19500672767748,-12.345899653918707,0.2904510802274558,3.865372716136662,0.01,71.42818982858756,3,0.7259101492565049,231.22689220698908,-0.0393337734114817,-43.948417209664626
0.75,2018-09-25,-13.275732013513618,-16.66090727108775,-0.8953158758318409,3.200453724736235,0.01,64.34746454275142,3,0.6544758960081877,234.3916205033861,-0.04478516084463491,-35.168930501654756
0.75,2018-09-26,-21.3270090679232,-18.43576048277862,-1.4169246186208966,3.7352178985973623,0.01,56.29618748834184,4,0.6981239139874611,201.60696505880873,-0.017626918559008553,-50.38279435166322
0.75,2018-09-27,-15.350689261245122,-18.065375705419967,-0.765779446635463,4.950569925443332,0.01,62.27250729501992,4,0.6358514050409798,212.6419511865726,0.00011351767440481719,-50.27122230614958
0.75,2018-09-28,-20.09156659043424,-22.79353600650836,-0.804028587337541,5.450249057184102,0.01,57.5316299658308,4,0.7031808095532308,172.52347595248426,-0.08350475550540204,-34.236484346588156
0.75,2018-10-01,-12.8210686614335,-22.983786466867272,-0.8819703804728789,4.606179423055892,0.01,64.80212789483154,4,0.8198252539252789,109.98644921908648,-0.10123843578824265,-17.212440229867838
0.75,2018-10-02,-14.184412494311083,-23.396133005190983,-0.6355384985925738,5.364049597543364,0.01,63.43878406195396,4,0.9788852734509939,11.951673386499287,-0.10979000525937854,-20.312078124113455
0.75,2018-10-03,-12.10801786717937,-23.35581974683774,-0.5327619717094478,5.04076201866323,0.01,65.51517868908567,4,0.9984578040995882,0.8009892327905642,-0.1607897301037784,-10.749987279034658
0.75,2018-10-02,-1.1624883338887457,-1.1624883338887457,-0.0021462618331042904,0.5485275063659856,0.01,423.4638120929601,2,0.9990661914245672,2.7433567263562018,0.0010628665857622677,-8.04381639315998
0.75,2018-10-03,0.9006438009473641,-1.1774138772158267,-0.013654425643494505,0.5407060495359133,0.01,425.5269442277962,3,0.9991110843240296,2.5885065165786654,-0.006084025401133397,-20.59343496430216
0.75,2018-10-04,-22.7956817731112,-0.9949845359299729,0.16385864905004155,0.19955274750691387,0.01,401.83061865373764,3,0.9995263804879494,1.400615821189752,-0.015127707790092981,-44.24502025367459
0.75,2018-10-05,-38.556208636014446,-0.7231082558063804,0.359187063473712,-0.13419539491889054,0.01,386.0700917908344,3,0.9953367858198697,11.404609882541628,0.045751145891025025,-39.66513307139123
0.75,2018-10-08,-39.31145034842007,-0.34366603237674553,0.8360487660294211,-0.0401699353108711,0.01,385.3148500784288,4,0.9903879742447238,21.458108703149,0.07545389772620037,-46.78732048801502
0.75,2018-10-09,-43.23077739609272,-0.21230626538857678,1.1002725336175558,-1.2005254214992078,0.01,381.3955230307561,4,0.985045661644737,29.606626224542445,0.08378021309265149,-28.006558408042032
0.75,2018-10-10,-119.54313934638856,16.71975411560652,15.464582180166417,-0.2730195083081526,0.01,305.0831610804603,4,0.9831497745184458,31.67432048485667,0.09425636993867859,-13.077927904961808
0.75,2018-10-11,-162.13524589839994,30.471961141247107,14.50553081248529,7.417335815778813,0.01,262.4910545284489,4,0.8265644895133478,209.79759025240884,-0.052605646274100026,134.38936371914187
0.75,2018-10-12,-139.78879921975806,20.780768206351468,20.548316468954226,-2.2488983330752603,0.01,284.8375012070908,4,0.72018087331004,284.0042579207249,-0.14390975514462256,94.7864297124244
0.75,2018-10-15,-154.77748590273973,17.559836993256,23.287979325254696,1.2947553865798227,0.01,269.8488145241091,4,0.8344584118859312,188.78985139321372,-0.14219523766468078,106.92301216097633
0.75,2018-10-16,-114.02150352885309,8.97429347232736,9.226893859973814,-11.711311883486871,0.01,310.60479689799575,4,0.8213358396144392,181.6493361695638,-0.1993396420671707,57.15987478900065
0.75,2018-10-17,-114.97388945408522,8.60505599322164,9.260853467762217,-12.025488070096628,0.01,309.6524109727636,4,0.985128672184469,23.303342045253856,0.06047188980386953,69.22475476366395
0.75,2018-10-18,-152.71428673167946,10.693410932045651,11.183494547962425,-8.485155639208472,0.01,271.9120136951694,4,0.9897348328272372,16.042219898617923,0.06266173718146062,66.76238617381875
0.75,2018-10-19,-154.41867956458742,9.978752931964948,11.531205525723465,-11.89379934070854,0.01,270.2076208622614,4,0.9461147788265672,64.93093068623277,0.0031565378113408427,61.05031770044624
0.75,2018-10-22,-166.1225716084159,9.533626756172339,12.698073960556371,-9.129608771712526,0.01,258.50372881843293,4,0.9552095136976596,53.38529860815268,-0.06006039095037774,37.00500888071507
0.75,2018-10-23,-181.63518295767878,8.530647919977042,10.94415197833078,-6.985839549825812,0.01,242.99111746917006,4,0.9541351204891056,45.50067328010423,-0.1098808455560133,0.16390663620328638
0.75,2018-10-24,-253.6387391066416,17.23738161318778,15.228579603431342,2.1141619041844137,0.01,170.98756132020725,4,0.9529762598263876,45.03293728888349,-0.03096395330382118,42.03888410996189
0.75,2018-10-25,-214.74162100054232,8.990764145675456,15.353473588049127,-3.6268311348809448,0.01,209.88467942630652,4,0.7770311120315674,139.64353570387877,-0.11971262298896523,56.60243803810948
0.75,2018-10-26,-259.1782240361286,0.9813796421292977,11.016336704121215,-2.919470599769852,0.01,165.44807639072025,4,0.9174836173035659,61.042962933302334,-0.06590467020115931,36.57936213692533
0.75,2018-10-29,-282.51302313596807,-6.352505171936286,11.778630544345447,-7.576906711905536,0.01,142.11327729088077,4,0.8642734192863416,81.56957477045631,-0.11506947246001753,65.3183708551779
0.75,2018-10-30,-241.99485420606,-1.5979703320972192,11.955314403119274,-8.20177904755542,0.01,182.63144622078883,4,0.9656167717956602,16.642728294307474,-0.027898733088797756,13.588573854643938
0.75,2018-10-31,-212.8862845524737,-0.5985049054822582,11.970392612218149,-8.16240232071712,0.01,211.74001587437513,4,0.9998753464805842,0.07119858433936707,0.001806839106228808,-0.1947190542857509
0.75,2018-11-02,-17.309991403406684,-17.309991403406684,4.467447979550343e-06,0.2847760819289533,0.02,773.0600277521478,2,0.9999994670893015,0.0021222962987894997,0.0132526137508997,-8.797494580750442
0.75,2018-11-05,-2.060008845682546,-17.310000718794413,-6.130397878223448e-07,0.8459123827275334,0.02,788.3100103098719,2,0.9999992254041915,0.002979166402382303,0.015910342395279886,4.497856776601849
0.75,2018-11-06,15.079987627299488,-17.30999096924006,8.327704108523903e-07,1.3866241576241691,0.02,805.450006782854,2,0.999999700811268,0.0011267899953947141,-0.0022702295780367976,-11.630883861324607
0.75,2018-11-07,73.51998084462218,-17.309980267327887,6.884176741550618e-06,1.8000545498010752,0.02,863.8900000001767,2,0.9999998026070429,0.0007428874750875059,-0.023726934153442736,-22.329383393914167
0.75,2018-11-08,66.45998084469068,-17.309981660854078,8.083102898126526e-06,3.8230077106263707,0.02,856.8300000002451,3,0.9999999999920063,3.885436548930146e-08,-0.08596154913446463,-49.75178742882308
0.75,2018-11-09,40.63998084701393,-17.309981658737115,8.08500931270828e-06,2.097658725283054,0.02,831.0100000025684,3,0.999999999988938,5.209976785870726e-08,-0.09004302616592996,-40.79842622735215
0.75,2018-11-12,-14.150018514788599,-17.309981021145404,8.704608490006649e-06,3.64394308263104,0.02,776.2200006407659,3,0.999999999890686,4.7618185425718495e-07,-0.059844936284460304,-24.533356637975103
0.75,2018-11-13,-18.190018828929283,-17.309981335727684,9.289359581998724e-06,1.9593145150162172,0.02,772.1800003266252,4,0.9999999774958879,7.790357301338979e-05,-0.005204056718936423,16.394254832759884
0.75,2018-11-14,-38.79001906143435,-17.3099820318173,8.740775683691027e-06,0.300529097028857,0.02,751.5800000941201,4,0.9999999880855635,4.065587332017203e-05,0.014240260255825365,12.465776705012289
0.75,2018-11-15,-10.17001915460321,-17.309981783994658,8.880351856532798e-06,2.810336490949794,0.02,780.2000000009513,4,0.9999999961617685,1.311406019656375e-05,0.02784966340594286,31.5432169166521
0.75,2018-11-16,-4.100019155554378,-17.30998176164792,8.89793079750234e-06,2.1722643249546536,0.02,786.2700000000001,4,0.9999999999550533,1.6495868800695718e-07,0.006633825164785834,-16.953907899144557
0.75,2018-11-19,-49.64001915555093,-17.309981763691326,8.898270721147128e-06,-0.1417096220370695,0.02,740.7300000000035,4,0.9999999999999951,2.0799496636489188e-11,-0.01405803748964507,-30.647797285557377
0.75,2018-11-20,-98.48001915359578,-17.30998176173648,8.900201009964803e-06,-3.6007164293290543,0.02,691.8900000019587,4,0.9999999999997865,7.365482230107678e-10,0.05466581798747405,37.55272528916893
0.75,2018-11-21,-90.4400191550086,-17.309981763147448,8.912903581403953e-06,-7.910566990272287,0.02,699.9300000005459,4,0.999999999894858,3.035326129054174e-07,0.046214083100701187,65.84719812014355
0.75,2018-11-23,-107.81001915555453,-17.309981765520206,8.912237717595417e-06,-7.873629122607213,0.02,682.56,4,0.9999999999702717,8.277593047124884e-08,0.047551187935781836,88.78931591394631
0.75,2018-11-26,-66.92001915555466,-17.309981764304666,8.91236732059042e-06,-6.82196675004684,0.02,723.4499999999998,4,1.0,2.5245400619057577e-14,0.043844990351526114,51.507041100715774
0.75,2018-11-27,-58.2000191555544,-17.309981764304666,8.91236732059042e-06,-5.532356034110535,0.02,732.1700000000001,4,1.0,1.488199834623101e-33,0.11479038483669524,53.42236700491232
0.75,2018-11-28,3.41998084444549,-17.309981764304666,8.91236732059042e-06,-10.474896486020612,0.02,793.79,4,1.0,2.5900018265886784e-42,0.09960978994328717,16.439655638580746
0.75,2018-11-29,-2.610019155554255,-17.309981764304666,8.91236732059042e-06,-5.3694880849317315,0.02,787.7600000000002,5,1.0,1.1159933750459205e-71,0.0006563424531809137,-43.480782023133585
0.75,2018-11-30,19.7999808444456,-17.309981764304666,8.91236732059042e-06,-8.021678206886804,0.02,810.1700000000001,5,1.0,8.287555413788399e-125,0.12958638551620383,-78.65812961551279
