m0,date,Z_unhedged,Z_delta,Z_delta_vega,Z_diffusion,alpha,V_t,n_instruments,straddle_delta,straddle_vega,hedged_delta,hedged_vega
0.75,2018-07-03,-7.299156264384692,-0.01832969297947784,-0.24947877217664427,0.5223886202811627,0.001,113.11678160460224,7,0.5397202795704311,474.87785070774646,0.014821564391885422,-5.303851072392035
0.75,2018-07-05,3.8586413790891356,0.08402432355035216,0.8624520466067906,0.9391108464775471,0.001,124.27457924807607,7,0.47265684595741353,499.70081214100725,0.007279912914599507,-7.823408416885684
0.75,2018-07-06,16.009117642848935,-1.6492569415203775,-0.04006372385845225,0.8007235670054911,0.001,136.42505551183586,7,0.5981799883166945,417.8322502900909,0.010866718490356142,-5.761339558104623
0.75,2018-07-09,32.058116398163065,-3.186586222876713,-1.662391730061131,0.29597773417185635,0.001,152.47405426715,7,0.7222311308694318,325.957079995188,0.014926075082322243,-10.245428212634977
0.75,2018-07-10,42.589644097970336,-0.751614435381839,-1.802579847448584,2.9499442638488063,0.001,163.00558196695727,7,0.837286030228803,209.13964697935558,0.028323517567908296,-22.445403363552202
0.75,2018-07-11,27.59883159291195,0.7364736057946288,0.9877096627363642,3.490561967862334,0.001,148.01476946189888,7,0.831427878215689,212.0888387847413,-0.00425215760213038,15.514213880313207
0.75,2018-07-12,41.90103679298707,-3.4895046538615304,-2.2373726876535613,1.0188233642313946,0.001,162.316974661974,7,0.7634191783984832,263.4289665091903,-0.01329435066109197,14.77010720589098
0.75,2018-07-13,43.899131033953125,-4.229934920277884,-2.664643179326191,1.3439711781836365,0.001,164.31506890294006,7,0.9067961944974099,125.9150778025933,0.03131771116059334,-21.150776022064505
0.75,2018-07-16,40.610145496693434,-4.8560626007241865,-2.5833410234061205,0.8299090484002534,0.001,161.02608336568036,7,0.9246034225045066,103.67918896128322,0.029029667295260686,-16.110962155736928
0.75,2018-07-17,51.60708569022029,-4.231456091947507,-3.8737114833426176,2.23871970060884,0.001,172.02302355920722,7,0.9327638205710029,85.5714592404616,0.03666613470525981,-23.100962242931914
0.75,2018-07-18,56.35378706811423,-5.162220477543656,-4.509306584654837,2.0978738140719315,0.001,176.76972493710116,7,0.935332086242225,82.21160674470246,0.0129282247463135,9.10032182070492
0.75,2018-07-19,45.1562808075613,-5.629918563324395,-3.292350950459536,1.5841238906617718,0.001,165.57221867654823,7,0.9640438611655383,48.72824300010362,0.025337363448332373,-3.2978342261028217
0.75,2018-07-20,42.59297718394396,-5.622278841196248,-3.935031922109374,1.6647587998511426,0.001,163.0089150529309,7,0.9665200547914512,42.42290161964543,0.033299170331114514,-16.601366313152887
0.75,2018-07-23,46.860719772314326,-6.303910473208987,-3.419772640811914,2.1828839642383286,0.001,167.27665764130126,7,0.9610435379384622,47.99483627108092,0.029899504630412244,-6.214968206726297
0.75,2018-07-24,60.05925037261255,-6.366541361688576,-3.3741399352604162,2.9141184201449164,0.001,180.47518824159948,7,0.9881640453634645,14.097669058739815,0.02794369007751929,-8.533817452085064
0.75,2018-07-25,85.6608270960617,-6.34314404745075,-3.3587978072616522,3.234756154374992,0.001,206.07676496504862,7,0.9964230389252688,4.539064943848636,0.01851708671559882,-4.188883939145878
0.75,2018-07-26,77.02882186150862,-6.348633014717166,-3.4028210965267363,3.2555102493928416,0.001,197.44475973049555,7,0.9995963229764286,0.5745298640584269,0.003202382037993168,-3.3076852311605567
0.75,2018-07-27,58.41540723484951,-6.348109575016849,-3.299340813618244,3.0226022752952417,0.001,178.83134510383644,7,0.9996744396540987,0.4480813061767264,0.003817290868181056,-3.702499395827467
0.75,2018-07-30,42.18421965243394,-6.370948029878974,-3.278893678965261,3.021632419791075,0.001,162.60015752142087,7,0.999281697136455,0.8199596267637219,0.0030274359426276654,-2.473279148039758
0.75,2018-07-31,55.87406213242224,-6.3708592544272165,-3.2413827763694485,3.0465938362457905,0.001,176.29000000140917,7,0.9999820090969143,0.01643499585744248,0.0017223715163647846,-0.29019850165135563
0.75,2018-08-01,52.944062131055944,-6.370859256702715,-3.240320425202299,3.0400966023921683,0.001,173.36000000004287,7,0.9999999996896876,2.902638105618615e-07,0.001957007181924819,0.1536834941883221
0.75,2018-08-02,12.050959073089075,-0.9568709245195066,-0.7732697916919449,0.04966344758625496,0.001,248.7583429818865,3,0.9385158728433559,110.55704696984918,0.01141127917247231,-9.802220987061872
0.75,2018-08-03,24.39224008102869,-1.3221843048670507,-0.9044456622170856,0.13238416412536935,0.001,261.0996239898261,3,0.9677528094658795,62.59834535525901,0.01672615191423099,-20.391364967953777
0.75,2018-08-06,33.9863395256161,-1.6093923804193082,-1.0649180587957972,0.6040099162163415,0.001,270.6937234344135,3,0.9832146786208743,33.9775611713426,0.017134847144229415,-26.309883163216938
