m0,date,Z_unhedged,Z_delta,Z_delta_vega,Z_diffusion,alpha,V_t,n_instruments,straddle_delta,straddle_vega,hedged_delta,hedged_vega
0.75,2018-07-03,-7.299156264384692,-0.01832969297947784,-0.24947877217664427,-3.016347764876059,5.0,113.11678160460224,1,0.5397202795704311,474.87785070774646,0.2254165183348022,474.87785070774646
0.75,2018-07-05,3.8586413790891356,0.08402432355035216,0.8624520466067906,0.7898849032962971,5.0,124.27457924807607,1,0.47265684595741353,499.70081214100725,0.1583530847217846,499.70081214100725
0.75,2018-07-06,16.009117642848935,-1.6492569415203775,-0.04006372385845225,3.311376667895445,5.0,136.42505551183586,1,0.5981799883166945,417.8322502900909,0.18272219492107977,417.8322502900909
0.75,2018-07-09,32.058116398163065,-3.186586222876713,-1.662391730061131,5.502623565416343,5.0,152.47405426715,1,0.7222311308694318,325.957079995188,0.15225915443431437,325.957079995188
0.75,2018-07-10,42.589644097970336,-0.751614435381839,-1.802579847448584,9.778942970099138,5.0,163.00558196695727,1,0.837286030228803,209.13964697935558,0.18931893628175345,209.13964697935558
0.75,2018-07-11,27.59883159291195,0.7364736057946288,0.9877096627363642,8.49026308846311,5.0,148.01476946189888,1,0.831427878215689,212.0888387847413,0.14039552204192163,212.0888387847413
0.75,2018-07-12,41.90103679298707,-3.4895046538615304,-2.2373726876535613,6.021113004200998,5.0,162.316974661974,1,0.7634191783984832,263.4289665091903,0.07238682222471582,263.4289665091903
0.75,2018-07-13,43.899131033953125,-4.229934920277884,-2.664643179326191,5.766814362495751,5.0,164.31506890294006,1,0.9067961944974099,125.9150778025933,0.15838019781114332,125.9150778025933
0.75,2018-07-16,40.610145496693434,-4.8560626007241865,-2.5833410234061205,4.68255011920391,5.0,161.02608336568036,1,0.9246034225045066,103.67918896128322,0.1598486519943847,103.67918896128322
0.75,2018-07-17,51.60708569022029,-4.231456091947507,-3.8737114833426176,7.041636189855012,5.0,172.02302355920722,1,0.9327638205710029,85.5714592404616,0.15582904631049643,85.5714592404616
0.75,2018-07-18,56.35378706811423,-5.162220477543656,-4.509306584654837,6.824347590977027,5.0,176.76972493710116,1,0.935332086242225,82.21160674470246,0.11660258344408658,82.21160674470246
0.75,2018-07-19,45.1562808075613,-5.629918563324395,-3.292350950459536,4.7393006965670565,5.0,165.57221867654823,1,0.9640438611655383,48.72824300010362,0.14531435836739992,48.72824300010362
0.75,2018-07-20,42.59297718394396,-5.622278841196248,-3.935031922109374,4.353817550392932,5.0,163.0089150529309,1,0.9665200547914512,42.42290161964543,0.1477905519933128,42.42290161964543
0.75,2018-07-23,46.860719772314326,-6.303910473208987,-3.419772640811914,4.31772189583927,5.0,167.27665764130126,1,0.9610435379384622,47.99483627108092,0.12488540514052326,47.99483627108092
0.75,2018-07-24,60.05925037261255,-6.366541361688576,-3.3741399352604162,6.295010353988857,5.0,180.47518824159948,1,0.9881640453634645,14.097669058739815,0.15200591256552554,14.097669058739815
0.75,2018-07-25,85.6608270960617,-6.34314404745075,-3.3587978072616522,10.43240780851491,5.0,206.07676496504862,1,0.9964230389252688,4.539064943848636,0.1602649061273299,4.539064943848636
0.75,2018-07-26,77.02882186150862,-6.348633014717166,-3.4028210965267363,9.016447260008476,5.0,197.44475973049555,1,0.9995963229764286,0.5745298640584269,0.1634381901784897,0.5745298640584269
0.75,2018-07-27,58.41540723484951,-6.348109575016849,-3.299340813618244,5.9722970660466785,5.0,178.83134510383644,1,0.9996744396540987,0.4480813061767264,0.1635163068561598,0.4480813061767264
0.75,2018-07-30,42.18421965243394,-6.370948029878974,-3.278893678965261,3.792867546489987,5.0,162.60015752142087,1,0.999281697136455,0.8199596267637219,0.13321019230748365,0.8199596267637219
0.75,2018-07-31,55.87406213242224,-6.3708592544272165,-3.2413827763694485,5.411456119139018,5.0,176.29000000140917,1,0.9999820090969143,0.01643499585744248,0.1180671870432416,0.01643499585744248
0.75,2018-08-01,52.944062131055944,-6.370859256702715,-3.240320425202299,5.065466546389871,5.0,173.36000000004287,1,0.9999999996896876,2.902638105618615e-07,0.11808517763601489,2.902638105618615e-07
0.75,2018-08-02,12.050959073089075,-0.9568709245195066,-0.7732697916919449,3.485679176915511,5.0,248.7583429818865,1,0.9385158728433559,110.55704696984918,0.3141939382058915,110.55704696984918
0.75,2018-08-03,24.39224008102869,-1.3221843048670507,-0.9044456622170856,7.543787349458626,5.0,261.0996239898261,1,0.9677528094658795,62.59834535525901,0.3368234654861587,62.59834535525901
0.75,2018-08-06,33.9863395256161,-1.6093923804193082,-1.0649180587957972,10.79704688704976,5.0,270.6937234344135,1,0.9832146786208743,33.9775611713426,0.3522853346411535,33.9775611713426
0.75,2018-08-07,41.87486124603751,-1.7096136970105817,-1.131039533071771,13.606587388434491,5.0,278.58224515483494,1,0.9923904393804792,15.853495373240147,0.36146109540075844,15.853495373240147
0.75,2018-08-08,41.068859507785334,-1.7685131700297347,-1.1686272090498164,13.27378265816725,5.0,277.77624341658276,1,0.9961363536441754,8.477785657859005,0.36520700966445463,8.477785657859005
0.75,2018-08-09,36.994828391014295,-1.7326968819394892,-1.1258428233788322,11.799180438592487,5.0,273.7022122998117,1,0.9975357778790762,5.545019419641829,0.36660643389935543,5.545019419641829
0.75,2018-08-10,17.81550247803665,-0.6870191599693101,-0.20417946023795253,5.427720208402974,5.0,254.52288638683407,1,0.9963055977806985,7.8095343543585365,0.3653762538009777,7.8095343543585365
0.75,2018-08-13,9.605316634837124,2.1420009976623646,2.4840410854477,4.8120790129874536,5.0,246.31270054363455,1,0.9726172687956693,46.793655413560614,0.30396195504519197,46.793655413560614
0.75,2018-08-14,23.590526095677404,-0.5679547607315953,0.3810058264203917,5.576497759447307,5.0,260.29791000447483,1,0.925965902342426,101.00158786902716,0.19219158876240394,101.00158786902716
0.75,2018-08-15,3.3937291386633888,0.6277406928570883,1.512327703791044,1.2218882326262985,5.0,240.1011130474608,1,0.9908518948866375,15.716649681398438,0.2570775813066154,15.716649681398438
0.75,2018-08-16,24.25677778949833,0.006788319232271078,1.0464206449032076,4.996247216757354,5.0,260.96416169829575,1,0.9625448487661024,53.45310082607277,0.19672056237364988,53.45310082607277
0.75,2018-08-17,33.68758629739469,0.06974805532610162,1.1679192500690192,7.197674461108875,5.0,270.3949702061921,1,0.9923568614197635,12.518665136967522,0.22653257502731106,12.518665136967522
0.75,2018-08-20,40.34869038402289,-0.13690820417582472,1.108660021483729,8.559274485900914,5.0,277.0560742928203,1,0.9924509170707984,12.307705856542436,0.22662663067834588,12.307705856542436
0.75,2018-08-21,46.30133288418878,-0.09261017023550266,1.1625360246223408,9.985895453487501,5.0,283.0087167929862,1,0.9997198758419086,0.5153421711548468,0.2338955894494561,0.5153421711548468
0.75,2018-08-22,45.114157655029004,-0.14171625838031332,1.16236081627261,9.671759910815297,5.0,281.82154156382643,1,0.9983062640482732,2.6346260276681215,0.23248197765582068,2.6346260276681215
0.75,2018-08-23,40.27281093050274,-0.14347910891905258,1.1695134906931912,8.537002732428675,5.0,276.98019483930017,1,0.9999140235511353,0.15874892244550373,0.23408973715868286,0.15874892244550373
0.75,2018-08-24,57.98261804471181,-0.14344341666532046,1.1698524248632225,12.684061734627278,5.0,294.69000195350924,1,0.9999870932781167,0.02415056898094934,0.23416280688566427,0.02415056898094934
